episode_id,policy_id,agent_id,metric,value,created_at
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.failure_penalty.rate,0.53,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.failure_penalty.updates,53.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.failed,14.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.failed.activity_rate,0.24528302,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.failed.avg,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.failed.first_step,27.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.failed.last_step,80.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.failed.max,14.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.failed.min,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.failed.rate,0.14,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.failed.updates,14.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.success,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.success.avg,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.success.first_step,22.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.success.last_step,22.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.success.max,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.success.min,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.success.rate,0.01,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.get_output.success.updates,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.failed,2.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.failed.activity_rate,0.027027028,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.failed.avg,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.failed.first_step,6.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.failed.last_step,43.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.failed.max,2.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.failed.min,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.failed.rate,0.02,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.failed.updates,2.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.success,18.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.success.activity_rate,0.7083333,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.success.avg,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.success.first_step,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.success.last_step,25.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.success.max,18.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.success.min,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.success.rate,0.18,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.move.success.updates,18.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.noop.success,5.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.noop.success.activity_rate,0.121212125,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.noop.success.avg,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.noop.success.first_step,49.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.noop.success.last_step,82.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.noop.success.max,5.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.noop.success.min,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.noop.success.rate,0.05,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.noop.success.updates,5.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.put_recipe_items.failed,8.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.put_recipe_items.failed.activity_rate,0.1891892,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.put_recipe_items.failed.avg,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.put_recipe_items.failed.first_step,46.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.put_recipe_items.failed.last_step,83.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.put_recipe_items.failed.max,8.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.put_recipe_items.failed.min,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.put_recipe_items.failed.rate,0.08,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.put_recipe_items.failed.updates,8.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.rotate.success,9.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.rotate.success.activity_rate,0.1509434,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.rotate.success.avg,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.rotate.success.first_step,2.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.rotate.success.last_step,55.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.rotate.success.max,9.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.rotate.success.min,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.rotate.success.rate,0.09,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.rotate.success.updates,9.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.swap.failed,2.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.swap.failed.activity_rate,0.015873017,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.swap.failed.avg,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.swap.failed.first_step,28.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.swap.failed.last_step,91.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.swap.failed.max,2.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.swap.failed.min,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.swap.failed.rate,0.02,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.swap.failed.updates,2.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.gained,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.gained.avg,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.gained.first_step,22.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.gained.last_step,22.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.gained.max,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.gained.min,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.gained.rate,0.01,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.gained.updates,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.get,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.get.avg,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.get.first_step,22.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.get.last_step,22.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.get.max,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.get.min,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.get.rate,0.01,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,heart.get.updates,1.0,2025-07-03T11:51:27.474342
0fc0a4e8-32bf-446e-b2b0-0b9ff89a4d92,2b328cea-2e10-447e-9365-c3aadb591fb4,0,reward,0.333,2025-07-03T11:51:27.474342
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack.failed,44.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack.failed.activity_rate,0.21827412,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack.failed.avg,1.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack.failed.first_step,25.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack.failed.last_step,222.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack.failed.max,44.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack.failed.min,1.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack.failed.rate,0.176,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack.failed.updates,44.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack_nearest.failed,4.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack_nearest.failed.activity_rate,0.032608695,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack_nearest.failed.avg,1.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack_nearest.failed.first_step,100.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack_nearest.failed.last_step,192.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack_nearest.failed.max,4.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack_nearest.failed.min,1.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack_nearest.failed.rate,0.016,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.attack_nearest.failed.updates,4.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.change_color.success,39.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.change_color.success.activity_rate,0.2159091,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.change_color.success.avg,1.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.change_color.success.first_step,74.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.change_color.success.last_step,250.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.change_color.success.max,39.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.change_color.success.min,1.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.change_color.success.rate,0.156,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.change_color.success.updates,39.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.failure_penalty,82.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.failure_penalty.activity_rate,0.4111675,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.failure_penalty.avg,1.0,2025-07-03T11:51:23.203628
11ec2180-e210-46ee-838b-2691ae097213,2b328cea-2e10-447e-9365-c3aadb591fb4,0,action.failure_penalty.first_step,25.0,2025-07-03T11:51:23.203628
