trainer.optimizer.beta1,trainer.optimizer.beta2,trainer.optimizer.eps,trainer.optimizer.learning_rate,trainer.ppo.clip_coef,trainer.ppo.ent_coef,trainer.ppo.gae_lambda,trainer.ppo.gamma,trainer.ppo.vf_clip_coef,trainer.ppo.vf_coef,trainer.update_epochs,score,cost,runtime,timestamp
0.9,0.999,1e-08,0.001000000000000001,0.19999999999999996,0.001000000000000001,0.95,0.99,9.999999999999998,0.4999999999999999,3,0.05902777736385664,39.633952140808105,39.633952140808105,2025-08-04 17:30:52+00:00
0.9142060976675856,0.999,2.0527337573676665e-07,0.0005079715337780177,0.2941754941412499,0.0015874611281711986,0.873394579745878,0.9962096825069976,6.481044028225694,0.5730915272755175,2,0.0694444440305233,37.045027017593384,37.045027017593384,2025-08-04 17:36:21+00:00
0.9834356888918492,0.9989664162476676,6.535917299342992e-09,0.0030641189831608017,0.37166259046055217,0.0012427350281089223,0.8357646900032616,0.993644132294076,2.7660733623750544,0.3411731502071742,3,0.027777777363856632,33.04807186126709,33.04807186126709,2025-08-04 17:40:28+00:00
0.816593893795764,0.999,5.555271753732236e-07,0.0003663485352852376,0.23189309851232243,0.0007740888009487051,0.8222072483129996,0.9962934230426098,15.41796598632385,0.730955982567725,1,0.04930555623852544,33.165037870407104,33.165037870407104,2025-08-04 17:45:40+00:00
0.7461644472473584,0.999,2.0426739366116425e-07,0.0003540234522138404,0.24794442557194596,0.003109103479982394,0.964133136904244,0.9981580024709334,2.544782934432622,0.6141687849273417,3,0.06041666720476416,35.773212909698486,35.773212909698486,2025-08-04 17:48:39+00:00
0.8546220535433408,0.999,4.213843207843167e-07,6.413536727859563e-05,0.151382162442544,0.002394918754883583,0.933920435577374,0.9968145658678036,5.823155482057537,0.520337434298791,3,0.057638888919932976,36.76371216773987,36.76371216773987,2025-08-04 17:53:56+00:00
0.9316180286572816,0.999,2.2336131556744427e-08,0.000373685917791552,0.2614633483810741,0.0022454855858222373,0.9649925433509796,0.992329374972706,9.349183145142248,0.6595277907350281,3,0.07708333391282293,33.64857292175293,33.64857292175293,2025-08-04 17:59:25+00:00
0.8249126510504768,0.999,3.340611949006238e-07,0.0007279726813711193,0.2730762178180345,0.001984186555115464,0.9610333745290492,0.9913537611418984,11.825503786502216,0.5557199557336246,3,0.06805555548311935,34.90748119354248,34.90748119354248,2025-08-04 18:04:33+00:00
0.8521137843094286,0.998999204089322,1.9184417215935895e-08,0.0016008036369988654,0.13867621296705046,0.0013582149171778631,0.9897487337677516,0.9950781582515827,8.923539908376341,0.4281257994947738,4,0.061111111400855914,36.54661393165589,36.54661393165589,2025-08-04 18:09:35+00:00
0.8862708041830313,0.999,1.7595661376769253e-08,0.0009248262836489696,0.18670456310214975,0.0020322044234322694,0.9791227462591644,0.989410240871062,6.56043958670483,0.5031666146887028,2,0.061805556528270245,42.62910509109497,42.62910509109497,2025-08-04 18:16:04+00:00
0.8798140694475641,0.999,4.6279150082244367e-08,4.963537997867329e-05,0.14388918129727035,0.0060883484860726565,0.971942209107584,0.982709561390532,12.0908761119161,0.6842647719227066,3,0.06736111061440574,39.98789405822754,39.98789405822754,2025-08-04 18:20:18+00:00
0.6424881258374135,0.999,1.467239892084456e-08,0.0002390900209155897,0.2611119655931671,0.004988715508753037,0.9872827557733854,0.9976809081672894,16.36211311606297,0.6220361326818047,4,0.033333333830038704,42.35839509963989,42.35839509963989,2025-08-04 18:25:57+00:00
0.9722732601613686,0.9984874031482605,9.4985460909153e-08,0.0002878627171819435,0.17123414964547046,0.0011137900064643767,0.989755628254856,0.9886015117430508,9.829749945472848,0.7485532109278247,3,0.07430555671453476,38.755866050720215,38.755866050720215,2025-08-04 18:32:52+00:00
0.9293735644867372,0.999,1.697820088080781e-07,0.0003082851105412859,0.16307485235212693,0.001085389388330171,0.9182085838549032,0.9822362527765878,6.517300041621773,0.7284377379006659,4,0.07083333428535196,33.51213002204895,33.51213002204895,2025-08-04 18:38:35+00:00
0.9508276380164024,0.999,6.697167363153122e-07,0.0021601317300238196,0.1791147135363903,0.0017906796773622597,0.9879819945310174,0.9771136299656856,10.708946413447682,0.6400401288100637,2,0.05972222306041254,42.39591026306152,42.39591026306152,2025-08-04 18:45:18+00:00
0.9526195291104416,0.9989498979236004,5.3727903214970406e-08,0.0005207035857364115,0.2420425699956862,0.001044875323692047,0.9706378192583088,0.9970749606103702,7.031224429629022,0.7118361766471469,3,0.05972222290519211,39.833471059799194,39.833471059799194,2025-08-04 18:49:44+00:00
0.9633142597531704,0.999,5.834628432437003e-08,5.316215134199294e-05,0.1966658759670291,0.002458899051593539,0.9810834886283986,0.9885464012544238,5.218656834846471,0.5423577012045337,2,0.054166666956411466,34.421046018600464,34.421046018600464,2025-08-04 18:55:17+00:00
0.9618015439602754,0.998727023178523,1.000000000000002e-06,0.0005593347042086995,0.21438630666005676,0.0010676731791911891,0.9664186697179978,0.983089634545466,6.834805605141322,0.7660603170256877,3,0.07152777786056201,35.11008286476135,35.11008286476135,2025-08-04 18:59:37+00:00
0.792229372641226,0.999,4.608394481040182e-07,0.0004254883068080014,0.2248092113975153,0.003327159607126353,0.9365748787124182,0.9827255482243176,8.944015817012165,0.7861054123453068,3,0.05486111146294408,39.167075872421265,39.167075872421265,2025-08-04 19:05:13+00:00
0.7351141291890937,0.9972714357565712,1.3666367705913942e-08,0.0033823224779930563,0.1849560662637043,0.002092943301361118,0.9817213149827836,0.9880553086539428,9.269039278893452,0.7473332298477084,2,0.05624999995860788,38.39784812927246,38.39784812927246,2025-08-04 20:00:26+00:00
0.9788361286815992,0.999,8.095896677325717e-08,0.0004189033360392433,0.14494451404590558,0.0018359954570798065,0.9641117165769488,0.9841881553390596,10.169056529019,0.7035612031124581,4,0.04236111148364014,36.37715578079224,36.37715578079224,2025-08-04 20:04:45+00:00
0.9190671486358344,0.999,6.418154136956226e-09,8.902647826898697e-05,0.23697951353102553,0.0024018301779884887,0.9898154286569172,0.983782161853195,19.207038872818963,0.778455336082001,2,0.06180555580390824,38.05322980880737,38.05322980880737,2025-08-04 20:11:03+00:00
0.7189782226478046,0.999,3.469957286572312e-08,0.00019014420696380097,0.1432941570416808,0.006762221621956327,0.987624477847642,0.9761532818071602,5.526562941299531,0.4230748508951838,1,0.07291666811539067,38.264259815216064,38.264259815216064,2025-08-04 20:15:15+00:00
0.8842215844826897,0.999,3.898069216340895e-07,0.0003810063888096277,0.17758647543574058,0.0017936868918350965,0.9844034239291366,0.9813524205919228,15.30187869758655,0.7954740293460016,2,0.06041666704954373,33.615740060806274,33.615740060806274,2025-08-04 20:19:37+00:00
0.7648771122123874,0.999,1.000000000000002e-06,0.0008332167869129931,0.05000000000000005,0.000603604076183037,0.9616788819469808,0.9411918177818336,4.47370950787883,0.6678973013184208,3,0.03402777802613047,33.6603798866272,33.6603798866272,2025-08-04 20:23:53+00:00
0.949552374420495,0.999,6.223425871561226e-08,0.0012554308714574282,0.23940216619073915,0.0020892039718271413,0.9854463275598184,0.9891893090424576,4.588724016846948,0.7323182093265808,1,0.041666666666666664,33.252918004989624,33.252918004989624,2025-08-04 20:28:55+00:00
0.8726511930663029,0.9985990354258,3.963937325897821e-08,0.00018554779320223113,0.34188113010072285,0.0019154101685980808,0.9339076281650835,0.9857994670413271,8.966763715823,0.5466835466873755,3,0.04513888847496775,34.382863998413086,34.382863998413086,2025-08-04 20:31:57+00:00
0.8121073624809143,0.999,4.15935552681548e-07,7.90510461515803e-05,0.1926470956514421,0.0013192990971596904,0.9788971786938464,0.9902021837310953,4.538110526778072,0.7115217770891115,2,0.07430555588669246,41.097819805145264,41.097819805145264,2025-08-04 20:37:02+00:00
0.7536339319047924,0.9974272498882418,9.464837877654236e-09,0.00010248225208760834,0.15688575264703464,0.002235886277176968,0.9532461218889916,0.9946207047380096,7.749145033258507,0.7373160440228702,3,0.07569444427887599,35.208298206329346,35.208298206329346,2025-08-04 20:41:20+00:00
0.8020163467687977,0.99882171521081,2.2104567163225882e-08,0.00012895619125763013,0.23319605000100072,0.0015050718418764242,0.9863729936689468,0.9837645259581764,5.322703712313283,0.7238822102324614,3,0.029861111607816484,34.02540397644043,34.02540397644043,2025-08-04 20:46:40+00:00
0.9862821183757664,0.9974990412759094,6.353033212609765e-08,0.0004792722581096846,0.15762619152064583,0.0011900582268148442,0.989112376516722,0.9884040095982564,22.73137937548429,0.593853199281831,2,0.06388888890958494,32.577248096466064,32.577248096466064,2025-08-04 20:51:41+00:00
0.7873648054173684,0.9982631392938768,3.143621369614008e-07,9.191191018574074e-05,0.1530285939437983,0.00632855116956346,0.9862329571994536,0.9968458648563208,10.29420693030728,0.6399044602458576,2,0.05555555602121684,35.039759159088135,35.039759159088135,2025-08-04 20:55:48+00:00
0.8307002080012674,0.999,6.105349433036914e-07,0.0009648366749793608,0.13338119149013672,0.0014545573990201218,0.9840008727967708,0.991395595976893,4.767003882617675,0.692042976364192,1,0.06736111144224803,37.0745370388031,37.0745370388031,2025-08-04 20:59:59+00:00
0.852623202482657,0.999,4.9242201819315025e-08,6.951884195105372e-05,0.11677938069585247,0.0007343574223195809,0.9535873887199412,0.9936461050263754,4.4586331041777765,0.7123838784847009,3,0.07916666701849964,33.74838829040527,33.74838829040527,2025-08-04 21:03:07+00:00
0.8875823832567598,0.999,2.8657742024813583e-08,0.00044050034818948216,0.15199478616233952,0.0054695192984145075,0.9683924368048598,0.9916334586591536,7.667541602104904,0.41589417741992063,2,0.06458333331263727,32.947614908218384,32.947614908218384,2025-08-04 21:08:22+00:00
0.3968499684556178,0.998806224493062,1.2679988128224706e-07,0.000283037439942596,0.14289990085984783,0.002343534791516226,0.9913404757813582,0.9767437084957128,16.333562054694784,0.48965110234147,2,0.04166666687362724,33.957587003707886,33.957587003707886,2025-08-04 21:12:19+00:00
0.9174888418752388,0.999,5.9212368166538436e-08,0.0023149733794207324,0.18670519958770623,0.001784601617869394,0.9876090408024718,0.9823756779843016,5.736416510906375,0.48824585338520754,2,0.07222222278101577,44.70166110992432,44.70166110992432,2025-08-04 21:16:16+00:00
0.9342661262948296,0.999,3.129993560286468e-08,0.0017353899264047038,0.1422898131660616,0.0024028151770820664,0.9845867106613532,0.9919863690680404,8.948887612757476,0.4964803644958474,1,0.054166666956411466,44.358863830566406,44.358863830566406,2025-08-04 21:20:49+00:00
0.9299821940818904,0.998192362323536,1.741437087082742e-07,0.0029340850900868723,0.17401750581152686,0.0008946690623796832,0.9850232795285084,0.989737266058416,4.73469259504162,0.6558147406268611,2,0.06666666714267598,32.885833978652954,32.885833978652954,2025-08-04 21:24:15+00:00
0.9550505684340118,0.9988880317860778,3.946898353431749e-07,5.334439830594875e-05,0.051483843772149984,0.0011698802854283664,0.967736062395494,0.9933784165848848,2.686295960811861,0.7452162108224211,3,0.06875000061053368,33.693397998809814,33.693397998809814,2025-08-04 21:28:11+00:00
0.926631068522023,0.999,9.386305416472533e-08,0.0011476305252931824,0.1996934864420593,0.0015041805356720722,0.9857514763573656,0.9919938287947409,6.1845843541756915,0.41241236785734225,1,0.03958333325054911,32.96521186828613,32.96521186828613,2025-08-04 21:33:33+00:00
