_step,mean,std,min,max,count
4112640.0,0.07071836018486345,0.010531232232369165,0.052083333333333336,0.10833333333333334,30
8225280.0,0.12184343434343434,,0.12184343434343434,0.12184343434343434,1
12337920.0,0.1816239316239316,,0.1816239316239316,0.1816239316239316,1
16450560.0,0.22348484848484845,,0.22348484848484845,0.22348484848484845,1
20563200.0,0.30433337272220606,0.03897199390162877,0.23894557823129253,0.41116352201257866,30
24675840.0,0.33213415290938736,0.036129470355290697,0.2705223880597015,0.4050000000000001,30
28788480.0,0.4055555555555556,,0.4055555555555556,0.4055555555555556,1
32901120.0,0.3588433677442548,0.032481014095755906,0.2784722222222223,0.41439393939393937,30
37013760.0,0.3357843137254901,,0.3357843137254901,0.3357843137254901,1
41126400.0,0.36516027291162984,0.06800577514061742,0.26580459770114945,0.5386904761904762,30
45239040.0,0.4039351851851852,,0.4039351851851852,0.4039351851851852,1
49351680.0,0.36582158686790667,0.08494616136500868,0.25,0.599537037037037,30
53464320.0,0.375,,0.375,0.375,1
57576960.0,0.3975694444444445,,0.3975694444444445,0.3975694444444445,1
61689600.0,0.3965053763440859,,0.3965053763440859,0.3965053763440859,1
65802240.0,0.5191441441441441,,0.5191441441441441,0.5191441441441441,1
69914880.0,0.47673605803390356,0.08019244446213405,0.345,0.6342592592592592,30
74027520.0,0.5616319444444445,,0.5616319444444445,0.5616319444444445,1
78140160.0,0.5168134291838619,0.08478579724457216,0.30753968253968256,0.6549145299145299,30
82252800.0,0.5000609784723469,0.09519082150453168,0.27941176470588236,0.6813725490196079,30
86365440.0,0.4756944444444444,,0.4756944444444444,0.4756944444444444,1
90478080.0,0.5071038147479523,0.08246846979754263,0.35648148148148145,0.6920731707317073,30
94590720.0,0.5653153153153153,,0.5653153153153153,0.5653153153153153,1
98703360.0,0.42628205128205127,,0.42628205128205127,0.42628205128205127,1
102816000.0,0.6593137254901961,,0.6593137254901961,0.6593137254901961,1
106928640.0,0.5536342163284197,0.08726741358581572,0.3259259259259259,0.7428861788617885,30
111041280.0,0.480654761904762,,0.480654761904762,0.480654761904762,1
115153920.0,0.5364583333333334,,0.5364583333333334,0.5364583333333334,1
119266560.0,0.3531746031746032,,0.3531746031746032,0.3531746031746032,1
123379200.0,0.5815217391304347,,0.5815217391304347,0.5815217391304347,1
127491840.0,0.39713541666666663,,0.39713541666666663,0.39713541666666663,1
131604480.0,0.636993975396534,0.17775866376822225,0.44246031746031744,1.39247311827957,30
135717120.0,0.4490740740740742,,0.4490740740740742,0.4490740740740742,1
139829760.0,0.6589799444426557,0.2221064121786011,0.3779761904761906,1.5262681159420293,30
143942400.0,0.7014252396048888,0.2483315915595729,0.45833333333333326,1.4817073170731707,30
148055040.0,0.7197260165455487,0.2984490223201365,0.4519230769230769,1.6259259259259253,30
152167680.0,0.4785714285714286,,0.4785714285714286,0.4785714285714286,1
156280320.0,0.4166666666666667,,0.4166666666666667,0.4166666666666667,1
160392960.0,0.46875,,0.46875,0.46875,1
164505600.0,0.6055555555555555,,0.6055555555555555,0.6055555555555555,1
168618240.0,0.9025260403045308,0.7268195158465194,0.41397849462365593,3.4034552845528454,30
172730880.0,0.6061320754716981,,0.6061320754716981,0.6061320754716981,1
176843520.0,0.9723805194834368,0.8364868065517752,0.4583333333333333,3.919270833333334,30
180956160.0,0.6416666666666666,,0.6416666666666666,0.6416666666666666,1
185068800.0,1.0401546696353092,0.9299210591410388,0.4234496124031008,4.194010416666667,30
189181440.0,1.0731240654751957,0.9890188391063737,0.3244047619047619,4.325431034482759,30
193294080.0,1.0962630405486498,0.9971918082994974,0.4465579710144928,4.127659574468085,30
197406720.0,0.5668859649122807,,0.5668859649122807,0.5668859649122807,1
201519360.0,1.152570332234937,1.1449261846739656,0.4551282051282051,4.745934959349594,30
205632000.0,0.5234375,,0.5234375,0.5234375,1
209744640.0,1.2613161598803393,1.2897387449147857,0.4236111111111111,5.33203125,30
213857280.0,1.3089646297827786,1.2975450907462907,0.45833333333333337,5.423295454545455,30
217969920.0,0.5010683760683762,,0.5010683760683762,0.5010683760683762,1
222082560.0,1.3626507895595623,1.4476856978217327,0.5,6.113839285714286,30
226195200.0,1.4722335781980165,1.5201793622149125,0.5166666666666666,6.014814814814815,30
230307840.0,0.6572916666666667,,0.6572916666666667,0.6572916666666667,1
234420480.0,1.5963619166092422,1.5795221008256877,0.5464015151515151,6.68939393939394,30
238533120.0,0.5742753623188406,,0.5742753623188406,0.5742753623188406,1
242645760.0,1.7332151451456659,1.7407760213286911,0.49999999999999994,7.5197916666666655,30
246758400.0,0.6636178861788617,,0.6636178861788617,0.6636178861788617,1
250871040.0,0.6516203703703705,,0.6516203703703705,0.6516203703703705,1
254983680.0,0.4358108108108108,,0.4358108108108108,0.4358108108108108,1
259096320.0,2.066155956090053,2.0168174413477273,0.6611842105263159,8.770325203252032,30
263208960.0,2.1267381694798133,2.098662310428534,0.6225,8.534090909090908,30
267321600.0,0.7580409356725145,,0.7580409356725145,0.7580409356725145,1
271434240.0,0.6972222222222222,,0.6972222222222222,0.6972222222222222,1
275546880.0,2.4279085711592683,2.252563138623061,0.6696428571428571,9.12026515151515,30
