policy_name,memory/access_cross,memory/boxout,memory/choose_wisely,memory/corners,memory/easy,memory/easy_sequence,memory/hall_of_mirrors,memory/hard,memory/hard_sequence,memory/journey_home,memory/little_landmark_easy,memory/little_landmark_hard,memory/lobster_legs,memory/lobster_legs_cues,memory/medium,memory/medium_sequence,memory/memory_swirls,memory/memory_swirls_hard,memory/passing_things,memory/spacey_memory,memory/tease,memory/tease_small,memory/venture_out,memory/which_way,memory/you_shall_not_pass,navigation/corridors,navigation/cylinder,navigation/cylinder_easy,navigation/emptyspace_outofsight,navigation/emptyspace_sparse,navigation/emptyspace_withinsight,navigation/honeypot,navigation/knotty,navigation/labyrinth,navigation/memory_palace,navigation/obstacles0,navigation/obstacles1,navigation/obstacles2,navigation/obstacles3,navigation/radial_large,navigation/radial_mini,navigation/radial_small,navigation/radialmaze,navigation/swirls,navigation/thecube,navigation/walkaround,navigation/walls_outofsight,navigation/walls_sparse,navigation/walls_withinsight,navigation/wanderout,navigation_sequence/corridors,navigation_sequence/cylinder,navigation_sequence/cylinder_easy,navigation_sequence/honeypot,navigation_sequence/knotty,navigation_sequence/memory_palace,navigation_sequence/obstacles0,navigation_sequence/obstacles1,navigation_sequence/obstacles2,navigation_sequence/obstacles3,navigation_sequence/radial_large,navigation_sequence/radial_mini,navigation_sequence/radial_small,navigation_sequence/swirls,navigation_sequence/thecube,navigation_sequence/walkaround,object_use/altar_use_free,object_use/armory_use,object_use/armory_use_free,object_use/full_sequence,object_use/generator_use,object_use/generator_use_free,object_use/lasery_use,object_use/lasery_use_free,object_use/mine_use,object_use/shoot_out,object_use/swap_in,object_use/swap_out,object_use/temple_use_free
wandb://metta-research/metta/model/george.deane.navigation.baseline.06-19.2:v10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1665000021457672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3330000042915344,0.3330000042915344,0.6660000085830688,0.6660000085830688,0.6660000085830688,0.3330000042915344,0.6660000085830688,0.6660000085830688,0.6660000085830688,0.6660000085830688,0.3330000042915344,0.0,0.6660000085830688,0.6660000085830688,0.0,0.0,0.3330000042915344,0.3330000042915344,0.3330000042915344,0.3330000042915344,0.3330000042915344,0.3330000042915344,0.3330000042915344,0.6660000085830688,0.3330000042915344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
