859, "🌋", "volcano"
860, "🗻", "mount fuji"
861, "🏕", "camping"
862, "🏖", "beach with umbrella"
863, "🏜", "desert"
864, "🏝", "desert island"
865, "🏞", "national park"
866, "🏟", "stadium"
867, "🏛", "classical building"
868, "🏗", "building construction"
869, "🧱", "brick"
870, "🪨", "rock"
871, "🪵", "wood"
872, "🛖", "hut"
873, "🏘", "houses"
874, "🏚", "derelict house"
875, "🏠", "house"
876, "🏡", "house with garden"
877, "🏢", "office building"
878, "🏣", "Japanese post office"
879, "🏤", "post office"
880, "🏥", "hospital"
881, "🏦", "bank"
882, "🏨", "hotel"
883, "🏩", "love hotel"
884, "🏪", "convenience store"
885, "🏫", "school"
886, "🏬", "department store"
887, "🏭", "factory"
888, "🏯", "Japanese castle"
889, "🏰", "castle"
890, "💒", "wedding"
891, "🗼", "Tokyo tower"
892, "🗽", "Statue of Liberty"
893, "⛪", "church"
894, "🕌", "mosque"
895, "🛕", "hindu temple"
896, "🕍", "synagogue"
897, "⛩", "shinto shrine"
898, "🕋", "kaaba"
899, "⛲", "fountain"
900, "⛺", "tent"
901, "🌁", "foggy"
902, "🌃", "night with stars"
903, "🏙", "cityscape"
904, "🌄", "sunrise over mountains"
905, "🌅", "sunrise"
906, "🌆", "cityscape at dusk"
907, "🌇", "sunset"
908, "🌉", "bridge at night"
909, "♨", "hot springs"
910, "🎠", "carousel horse"
911, "🛝", "playground slide"
912, "🎡", "ferris wheel"
913, "🎢", "roller coaster"
914, "💈", "barber pole"
915, "🎪", "circus tent"
916, "🚂", "locomotive"
917, "🚃", "railway car"
918, "🚄", "high-speed train"
919, "🚅", "bullet train"
920, "🚆", "train"
921, "🚇", "metro"
922, "🚈", "light rail"
923, "🚉", "station"
924, "🚊", "tram"
925, "🚝", "monorail"
926, "🚞", "mountain railway"
927, "🚋", "tram car"
928, "🚌", "bus"
929, "🚍", "oncoming bus"
930, "🚎", "trolleybus"
931, "🚐", "minibus"
932, "🚑", "ambulance"
933, "🚒", "fire engine"
934, "🚓", "police car"
935, "🚔", "oncoming police car"
936, "🚕", "taxi"
937, "🚖", "oncoming taxi"
938, "🚗", "automobile"
939, "🚘", "oncoming automobile"
940, "🚙", "sport utility vehicle"
941, "🛻", "pickup truck"
942, "🚚", "delivery truck"
943, "🚛", "articulated lorry"
944, "🚜", "tractor"
945, "🏎", "racing car"
946, "🏍", "motorcycle"
947, "🛵", "motor scooter"
948, "🦽", "manual wheelchair"
949, "🦼", "motorized wheelchair"
950, "🛺", "auto rickshaw"
951, "🚲", "bicycle"
952, "🛴", "kick scooter"
953, "🛹", "skateboard"
954, "🛼", "roller skate"
955, "🚏", "bus stop"
956, "🛣", "motorway"
957, "🛤", "railway track"
958, "🛢", "oil drum"
959, "⛽", "fuel pump"
960, "🛞", "wheel"
961, "🚨", "police car light"
962, "🚥", "horizontal traffic light"
963, "🚦", "vertical traffic light"
964, "🛑", "stop sign"
965, "🚧", "construction"
966, "⚓", "anchor"
967, "🛟", "ring buoy"
968, "⛵", "sailboat"
969, "🛶", "canoe"
970, "🚤", "speedboat"
971, "🛳", "passenger ship"
972, "⛴", "ferry"
973, "🛥", "motor boat"
974, "🚢", "ship"
975, "✈", "airplane"
976, "🛩", "small airplane"
977, "🛫", "airplane departure"
978, "🛬", "airplane arrival"
979, "🪂", "parachute"
980, "💺", "seat"
981, "🚁", "helicopter"
982, "🚟", "suspension railway"
983, "🚠", "mountain cableway"
984, "🚡", "aerial tramway"
985, "🛰", "satellite"
986, "🚀", "rocket"
987, "🛸", "flying saucer"
988, "🛎", "bellhop bell"
989, "🧳", "luggage"
990, "⌛", "hourglass done"
991, "⏳", "hourglass not done"
992, "⌚", "watch"
993, "⏰", "alarm clock"
994, "⏱", "stopwatch"
995, "⏲", "timer clock"
996, "🕰", "mantelpiece clock"
997, "🕛", "twelve o'clock"
998, "🕧", "twelve-thirty"
999, "🕐", "one o'clock"
1000, "🕜", "one-thirty"
1001, "🕑", "two o'clock"
1002, "🕝", "two-thirty"
1003, "🕒", "three o'clock"
1004, "🕞", "three-thirty"
1005, "🕓", "four o'clock"
1006, "🕟", "four-thirty"
1007, "🕔", "five o'clock"
1008, "🕠", "five-thirty"
1009, "🕕", "six o'clock"
1010, "🕡", "six-thirty"
1011, "🕖", "seven o'clock"
1012, "🕢", "seven-thirty"
1013, "🕗", "eight o'clock"
1014, "🕣", "eight-thirty"
1015, "🕘", "nine o'clock"
1016, "🕤", "nine-thirty"
1017, "🕙", "ten o'clock"
1018, "🕥", "ten-thirty"
1019, "🕚", "eleven o'clock"
1020, "🕦", "eleven-thirty"
1021, "🌑", "new moon"
1022, "🌒", "waxing crescent moon"
1023, "🌓", "first quarter moon"
1024, "🌔", "waxing gibbous moon"
1025, "🌕", "full moon"
1026, "🌖", "waning gibbous moon"
1027, "🌗", "last quarter moon"
1028, "🌘", "waning crescent moon"
1029, "🌙", "crescent moon"
1030, "🌚", "new moon face"
1031, "🌛", "first quarter moon face"
1032, "🌜", "last quarter moon face"
1033, "🌡", "thermometer"
1034, "☀", "sun"
1035, "🌝", "full moon face"
1036, "🌞", "sun with face"
1037, "🪐", "ringed planet"
1038, "⭐", "star"
1039, "🌟", "glowing star"
1040, "🌠", "shooting star"
1041, "🌌", "milky way"
1042, "☁", "cloud"
1043, "⛅", "sun behind cloud"
1044, "⛈", "cloud with lightning and rain"
1045, "🌤", "sun behind small cloud"
1046, "🌥", "sun behind large cloud"
1047, "🌦", "sun behind rain cloud"
1048, "🌧", "cloud with rain"
1049, "🌨", "cloud with snow"
1050, "🌩", "cloud with lightning"
1051, "🌪", "tornado"
1052, "🌫", "fog"
1053, "🌬", "wind face"
1054, "🌀", "cyclone"
1055, "🌈", "rainbow"
1056, "🌂", "closed umbrella"
1057, "☂", "umbrella"
1058, "☔", "umbrella with rain drops"
1059, "⛱", "umbrella on ground"
1060, "⚡", "high voltage"
1061, "❄", "snowflake"
1062, "☃", "snowman"
1063, "⛄", "snowman without snow"
1064, "☄", "comet"
1065, "🔥", "fire"
1066, "💧", "droplet"
1067, "🌊", "water wave"
1068, "🎃", "jack-o-lantern"
1069, "🎄", "Christmas tree"
1070, "🎆", "fireworks"
1071, "🎇", "sparkler"
1072, "🧨", "firecracker"
1073, "✨", "sparkles"
1074, "🎈", "balloon"
1075, "🎉", "party popper"
1076, "🎊", "confetti ball"
1077, "🎋", "tanabata tree"
1078, "🎍", "pine decoration"
1079, "🎎", "Japanese dolls"
1080, "🎏", "carp streamer"
1081, "🎐", "wind chime"
1082, "🎑", "moon viewing ceremony"
1083, "🧧", "red envelope"
1084, "🎀", "ribbon"
1085, "🎁", "wrapped gift"
1086, "🎗", "reminder ribbon"
1087, "🎟", "admission tickets"
1088, "🎫", "ticket"
1089, "🎖", "military medal"
1090, "🏆", "trophy"
1091, "🏅", "sports medal"
1092, "🥇", "1st place medal"
1093, "🥈", "2nd place medal"
1094, "🥉", "3rd place medal"
1095, "⚽", "soccer ball"
1096, "⚾", "baseball"
1097, "🥎", "softball"
1098, "🏀", "basketball"
1099, "🏐", "volleyball"
1100, "🏈", "american football"
1101, "🏉", "rugby football"
1102, "🎾", "tennis"
1103, "🥏", "flying disc"
1104, "🎳", "bowling"
1105, "🏏", "cricket game"
1106, "🏑", "field hockey"
1107, "🏒", "ice hockey"
1108, "🥍", "lacrosse"
1109, "🏓", "ping pong"
1110, "🏸", "badminton"
1111, "🥊", "boxing glove"
1112, "🥋", "martial arts uniform"
1113, "🥅", "goal net"
1114, "⛳", "flag in hole"
1115, "⛸", "ice skate"
1116, "🎣", "fishing pole"
1117, "🤿", "diving mask"
1118, "🎽", "running shirt"
1119, "🎿", "skis"
1120, "🛷", "sled"
1121, "🥌", "curling stone"
1122, "🎯", "bullseye"
1123, "🪀", "yo-yo"
1124, "🪁", "kite"
1125, "🔫", "water pistol"
1126, "🎱", "pool 8 ball"
1127, "🔮", "crystal ball"
1128, "🪄", "magic wand"
1129, "🎮", "video game"
1130, "🕹", "joystick"
1131, "🎰", "slot machine"
1132, "🎲", "game die"
1133, "🧩", "puzzle piece"
1134, "🧸", "teddy bear"
1135, "🪅", "piñata"
1136, "🪩", "mirror ball"
1137, "🪆", "nesting dolls"
1138, "♠", "spade suit"
1139, "♥", "heart suit"
1140, "♦", "diamond suit"
1141, "♣", "club suit"
1142, "♟", "chess pawn"
1143, "🃏", "joker"
1144, "🀄", "mahjong red dragon"
1145, "🎴", "flower playing cards"
1146, "🎭", "performing arts"
1147, "🖼", "framed picture"
1148, "🎨", "artist palette"
1149, "🧵", "thread"
1150, "🪡", "sewing needle"
1151, "🧶", "yarn"
1152, "🪢", "knot"
1153, "👓", "glasses"
1154, "🕶", "sunglasses"
1155, "🥽", "goggles"
1156, "🥼", "lab coat"
1157, "🦺", "safety vest"
1158, "👔", "necktie"
1159, "👕", "t-shirt"
1160, "👖", "jeans"
1161, "🧣", "scarf"
1162, "🧤", "gloves"
1163, "🧥", "coat"
1164, "🧦", "socks"
1165, "👗", "dress"
1166, "👘", "kimono"
1167, "🥻", "sari"
1168, "🩱", "one-piece swimsuit"
1169, "🩲", "briefs"
1170, "🩳", "shorts"
1171, "👙", "bikini"
1172, "👚", "woman's clothes"
1173, "🪭", "folding hand fan"
1174, "👛", "purse"
1175, "👜", "handbag"
1176, "👝", "clutch bag"
1177, "🛍", "shopping bags"
1178, "🎒", "backpack"
1179, "🩴", "thong sandal"
1180, "👞", "man's shoe"
1181, "👟", "running shoe"
1182, "🥾", "hiking boot"
1183, "🥿", "flat shoe"
1184, "👠", "high-heeled shoe"
1185, "👡", "woman's sandal"
1186, "🩰", "ballet shoes"
1187, "👢", "woman's boot"
1188, "🪮", "hair pick"
1189, "👑", "crown"
1190, "👒", "woman's hat"
1191, "🎩", "top hat"
1192, "🎓", "graduation cap"
1193, "🧢", "billed cap"
1194, "🪖", "military helmet"
1195, "⛑", "rescue worker's helmet"
1196, "📿", "prayer beads"
1197, "💄", "lipstick"
1198, "💍", "ring"
1199, "💎", "gem stone"
1200, "🔇", "muted speaker"
1201, "🔈", "speaker low volume"
1202, "🔉", "speaker medium volume"
1203, "🔊", "speaker high volume"
1204, "📢", "loudspeaker"
1205, "📣", "megaphone"
1206, "📯", "postal horn"
1207, "🔔", "bell"
1208, "🔕", "bell with slash"
1209, "🎼", "musical score"
1210, "🎵", "musical note"
1211, "🎶", "musical notes"
1212, "🎙", "studio microphone"
1213, "🎚", "level slider"
1214, "🎛", "control knobs"
1215, "🎤", "microphone"
1216, "🎧", "headphone"
1217, "📻", "radio"
1218, "🎷", "saxophone"
1219, "🪗", "accordion"
1220, "🎸", "guitar"
1221, "🎹", "musical keyboard"
1222, "🎺", "trumpet"
1223, "🎻", "violin"
1224, "🪕", "banjo"
1225, "🥁", "drum"
1226, "🪘", "long drum"
1227, "🪇", "maracas"
1228, "🪈", "flute"
1229, "🪉", "harp"
1230, "📱", "mobile phone"
1231, "📲", "mobile phone with arrow"
1232, "☎", "telephone"
1233, "📞", "telephone receiver"
1234, "📟", "pager"
1235, "📠", "fax machine"
1236, "🔋", "battery"
1237, "🪫", "low battery"
1238, "🔌", "electric plug"
1239, "💻", "laptop"
1240, "🖥", "desktop computer"
1241, "🖨", "printer"
1242, "⌨", "keyboard"
1243, "🖱", "computer mouse"
1244, "🖲", "trackball"
1245, "💽", "computer disk"
1246, "💾", "floppy disk"
1247, "💿", "optical disk"
1248, "📀", "dvd"
1249, "🧮", "abacus"
1250, "🎥", "movie camera"
1251, "🎞", "film frames"
1252, "📽", "film projector"
1253, "🎬", "clapper board"
1254, "📺", "television"
1255, "📷", "camera"
1256, "📸", "camera with flash"
1257, "📹", "video camera"
1258, "📼", "videocassette"
1259, "🔍", "magnifying glass tilted left"
1260, "🔎", "magnifying glass tilted right"
1261, "🕯", "candle"
1262, "💡", "light bulb"
1263, "🔦", "flashlight"
1264, "🏮", "red paper lantern"
1265, "🪔", "diya lamp"
1266, "📔", "notebook with decorative cover"
1267, "📕", "closed book"
1268, "📖", "open book"
1269, "📗", "green book"
1270, "📘", "blue book"
1271, "📙", "orange book"
1272, "📚", "books"
1273, "📓", "notebook"
1274, "📒", "ledger"
1275, "📃", "page with curl"
1276, "📜", "scroll"
1277, "📄", "page facing up"
1278, "📰", "newspaper"
1279, "🗞", "rolled-up newspaper"
1280, "📑", "bookmark tabs"
1281, "🔖", "bookmark"
1282, "🏷", "label"
1283, "💰", "money bag"
1284, "🪙", "coin"
1285, "💴", "yen banknote"
1286, "💵", "dollar banknote"
1287, "💶", "euro banknote"
1288, "💷", "pound banknote"
1289, "💸", "money with wings"
1290, "💳", "credit card"
1291, "🧾", "receipt"
1292, "💹", "chart increasing with yen"
1293, "✉", "envelope"
1294, "📧", "e-mail"
1295, "📨", "incoming envelope"
1296, "📩", "envelope with arrow"
1297, "📤", "outbox tray"
1298, "📥", "inbox tray"
1299, "📦", "package"
1300, "📫", "closed mailbox with raised flag"
1301, "📪", "closed mailbox with lowered flag"
1302, "📬", "open mailbox with raised flag"
1303, "📭", "open mailbox with lowered flag"
1304, "📮", "postbox"
1305, "🗳", "ballot box with ballot"
1306, "✏", "pencil"
1307, "✒", "black nib"
1308, "🖋", "fountain pen"
1309, "🖊", "pen"
1310, "🖌", "paintbrush"
1311, "🖍", "crayon"
1312, "📝", "memo"
1313, "💼", "briefcase"
1314, "📁", "file folder"
1315, "📂", "open file folder"
1316, "🗂", "card index dividers"
1317, "📅", "calendar"
1318, "📆", "tear-off calendar"
1319, "🗒", "spiral notepad"
1320, "🗓", "spiral calendar"
1321, "📇", "card index"
1322, "📈", "chart increasing"
1323, "📉", "chart decreasing"
1324, "📊", "bar chart"
1325, "📋", "clipboard"
1326, "📌", "pushpin"
1327, "📍", "round pushpin"
1328, "📎", "paperclip"
1329, "🖇", "linked paperclips"
1330, "📏", "straight ruler"
1331, "📐", "triangular ruler"
1332, "✂", "scissors"
1333, "🗃", "card file box"
1334, "🗄", "file cabinet"
1335, "🗑", "wastebasket"
1336, "🔒", "locked"
1337, "🔓", "unlocked"
1338, "🔏", "locked with pen"
1339, "🔐", "locked with key"
1340, "🔑", "key"
1341, "🗝", "old key"
1342, "🔨", "hammer"
1343, "🪓", "axe"
1344, "⛏", "pick"
1345, "⚒", "hammer and pick"
1346, "🛠", "hammer and wrench"
1347, "🗡", "dagger"
1348, "⚔", "crossed swords"
1349, "💣", "bomb"
1350, "🪃", "boomerang"
1351, "🏹", "bow and arrow"
1352, "🛡", "shield"
1353, "🪚", "carpentry saw"
1354, "🔧", "wrench"
1355, "🪛", "screwdriver"
1356, "🔩", "nut and bolt"
1357, "⚙", "gear"
1358, "🗜", "clamp"
1359, "⚖", "balance scale"
1360, "🦯", "white cane"
1361, "🔗", "link"
1362, "⛓️‍💥", "broken chain"
1363, "⛓", "chains"
1364, "🪝", "hook"
1365, "🧰", "toolbox"
1366, "🧲", "magnet"
1367, "🪜", "ladder"
1368, "🪏", "shovel"
1369, "⚗", "alembic"
1370, "🧪", "test tube"
1371, "🧫", "petri dish"
1372, "🧬", "dna"
1373, "🔬", "microscope"
1374, "🔭", "telescope"
1375, "📡", "satellite antenna"
1376, "💉", "syringe"
1377, "🩸", "drop of blood"
1378, "💊", "pill"
1379, "🩹", "adhesive bandage"
1380, "🩼", "crutch"
1381, "🩺", "stethoscope"
1382, "🩻", "x-ray"
1383, "🚪", "door"
1384, "🛗", "elevator"
1385, "🪞", "mirror"
1386, "🪟", "window"
1387, "🛏", "bed"
1388, "🛋", "couch and lamp"
1389, "🪑", "chair"
1390, "🚽", "toilet"
1391, "🪠", "plunger"
1392, "🚿", "shower"
1393, "🛁", "bathtub"
1394, "🪤", "mouse trap"
1395, "🪒", "razor"
1396, "🧴", "lotion bottle"
1397, "🧷", "safety pin"
1398, "🧹", "broom"
1399, "🧺", "basket"
1400, "🧻", "roll of paper"
1401, "🪣", "bucket"
1402, "🧼", "soap"
1403, "🫧", "bubbles"
1404, "🪥", "toothbrush"
1405, "🧽", "sponge"
1406, "🧯", "fire extinguisher"
1407, "🛒", "shopping cart"
1408, "🚬", "cigarette"
1409, "⚰", "coffin"
1410, "🪦", "headstone"
1411, "⚱", "funeral urn"
1412, "🧿", "nazar amulet"
1413, "🪬", "hamsa"
1414, "🗿", "moai"
1415, "🪧", "placard"
1416, "🪪", "identification card"
1417, "🏧", "ATM sign"
1418, "🚮", "litter in bin sign"
1419, "🚰", "potable water"
1420, "♿", "wheelchair symbol"
1421, "🚹", "men's room"
1422, "🚺", "women's room"
1423, "🚻", "restroom"
1424, "🚼", "baby symbol"
1425, "🚾", "water closet"
1426, "🛂", "passport control"
1427, "🛃", "customs"
1428, "🛄", "baggage claim"
1429, "🛅", "left luggage"
1430, "⚠", "warning"
1431, "🚸", "children crossing"
1432, "⛔", "no entry"
1433, "🚫", "prohibited"
1434, "🚳", "no bicycles"
1435, "🚭", "no smoking"
1436, "🚯", "no littering"
1437, "🚱", "non-potable water"
1438, "🚷", "no pedestrians"
1439, "📵", "no mobile phones"
1440, "🔞", "no one under eighteen"
1441, "☢", "radioactive"
1442, "☣", "biohazard"
1443, "⬆", "up arrow"
1444, "↗", "up-right arrow"
1445, "➡", "right arrow"
1446, "↘", "down-right arrow"
1447, "⬇", "down arrow"
1448, "↙", "down-left arrow"
1449, "⬅", "left arrow"
1450, "↖", "up-left arrow"
1451, "↕", "up-down arrow"
1452, "↔", "left-right arrow"
1453, "↩", "right arrow curving left"
1454, "↪", "left arrow curving right"
1455, "⤴", "right arrow curving up"
1456, "⤵", "right arrow curving down"
1457, "🔃", "clockwise vertical arrows"
1458, "🔄", "counterclockwise arrows button"
1459, "🔙", "BACK arrow"
1460, "🔚", "END arrow"
1461, "🔛", "ON! arrow"
1462, "🔜", "SOON arrow"
1463, "🔝", "TOP arrow"
1464, "🛐", "place of worship"
1465, "⚛", "atom symbol"
1466, "🕉", "om"
1467, "✡", "star of David"
1468, "☸", "wheel of dharma"
1469, "☯", "yin yang"
1470, "✝", "latin cross"
1471, "☦", "orthodox cross"
1472, "☪", "star and crescent"
1473, "☮", "peace symbol"
1474, "🕎", "menorah"
1475, "🔯", "dotted six-pointed star"
1476, "🪯", "khanda"
1477, "♈", "Aries"
1478, "♉", "Taurus"
1479, "♊", "Gemini"
1480, "♋", "Cancer"
1481, "♌", "Leo"
1482, "♍", "Virgo"
1483, "♎", "Libra"
1484, "♏", "Scorpio"
1485, "♐", "Sagittarius"
1486, "♑", "Capricorn"
1487, "♒", "Aquarius"
1488, "♓", "Pisces"
1489, "⛎", "Ophiuchus"
1490, "🔀", "shuffle tracks button"
1491, "🔁", "repeat button"
1492, "🔂", "repeat single button"
1493, "▶", "play button"
1494, "⏩", "fast-forward button"
1495, "⏭", "next track button"
1496, "⏯", "play or pause button"
1497, "◀", "reverse button"
1498, "⏪", "fast reverse button"
1499, "⏮", "last track button"
1500, "🔼", "upwards button"
1501, "⏫", "fast up button"
1502, "🔽", "downwards button"
1503, "⏬", "fast down button"
1504, "⏸", "pause button"
1505, "⏹", "stop button"
1506, "⏺", "record button"
1507, "⏏", "eject button"
1508, "🎦", "cinema"
1509, "🔅", "dim button"
1510, "🔆", "bright button"
1511, "📶", "antenna bars"
1512, "🛜", "wireless"
1513, "📳", "vibration mode"
1514, "📴", "mobile phone off"
1515, "♀", "female sign"
1516, "♂", "male sign"
1517, "⚧", "transgender symbol"
1518, "✖", "multiply"
1519, "➕", "plus"
1520, "➖", "minus"
1521, "➗", "divide"
1522, "🟰", "heavy equals sign"
1523, "♾", "infinity"
1524, "‼", "double exclamation mark"
1525, "⁉", "exclamation question mark"
1526, "❓", "red question mark"
1527, "❔", "white question mark"
1528, "❕", "white exclamation mark"
1529, "❗", "red exclamation mark"
1530, "〰", "wavy dash"
1531, "💱", "currency exchange"
1532, "💲", "heavy dollar sign"
1533, "⚕", "medical symbol"
1534, "♻", "recycling symbol"
1535, "⚜", "fleur-de-lis"
1536, "🔱", "trident emblem"
1537, "📛", "name badge"
1538, "🔰", "Japanese symbol for beginner"
1539, "⭕", "hollow red circle"
1540, "✅", "check mark button"
1541, "☑", "check box with check"
1542, "✔", "check mark"
1543, "❌", "cross mark"
1544, "❎", "cross mark button"
1545, "➰", "curly loop"
1546, "➿", "double curly loop"
1547, "〽", "part alternation mark"
1548, "✳", "eight-spoked asterisk"
1549, "✴", "eight-pointed star"
1550, "❇", "sparkle"
1551, "©", "copyright"
1552, "®", "registered"
1553, "™", "trade mark"
1554, "🫟", "splatter"
1555, "#️⃣", "keycap: #"
1556, "*️⃣", "keycap: *"
1557, "0️⃣", "keycap: 0"
1558, "1️⃣", "keycap: 1"
1559, "2️⃣", "keycap: 2"
1560, "3️⃣", "keycap: 3"
1561, "4️⃣", "keycap: 4"
1562, "5️⃣", "keycap: 5"
1563, "6️⃣", "keycap: 6"
1564, "7️⃣", "keycap: 7"
1565, "8️⃣", "keycap: 8"
1566, "9️⃣", "keycap: 9"
1567, "🔟", "keycap: 10"
1568, "🔠", "input latin uppercase"
1569, "🔡", "input latin lowercase"
1570, "🔢", "input numbers"
1571, "🔣", "input symbols"
1572, "🔤", "input latin letters"
1573, "🅰", "A button (blood type)"
1574, "🆎", "AB button (blood type)"
1575, "🅱", "B button (blood type)"
1576, "🆑", "CL button"
1577, "🆒", "COOL button"
1578, "🆓", "FREE button"
1579, "ℹ", "information"
1580, "🆔", "ID button"
1581, "Ⓜ", "circled M"
1582, "🆕", "NEW button"
1583, "🆖", "NG button"
1584, "🅾", "O button (blood type)"
1585, "🆗", "OK button"
1586, "🅿", "P button"
1587, "🆘", "SOS button"
1588, "🆙", "UP! button"
1589, "🆚", "VS button"
1590, "🈁", "Japanese \"here\" button"
1591, "🈂", "Japanese \"service charge\" button"
1592, "🈷", "Japanese \"monthly amount\" button"
1593, "🈶", "Japanese \"not free of charge\" button"
1594, "🈯", "Japanese \"reserved\" button"
1595, "🉐", "Japanese \"bargain\" button"
1596, "🈹", "Japanese \"discount\" button"
1597, "🈚", "Japanese \"free of charge\" button"
1598, "🈲", "Japanese \"prohibited\" button"
1599, "🉑", "Japanese \"acceptable\" button"
1600, "🈸", "Japanese \"application\" button"
1601, "🈴", "Japanese \"passing grade\" button"
1602, "🈳", "Japanese \"vacancy\" button"
1603, "㊗", "Japanese \"congratulations\" button"
1604, "㊙", "Japanese \"secret\" button"
1605, "🈺", "Japanese \"open for business\" button"
1606, "🈵", "Japanese \"no vacancy\" button"
1607, "🔴", "red circle"
1608, "🟠", "orange circle"
1609, "🟡", "yellow circle"
1610, "🟢", "green circle"
1611, "🔵", "blue circle"
1612, "🟣", "purple circle"
1613, "🟤", "brown circle"
1614, "⚫", "black circle"
1615, "⚪", "white circle"
1616, "🟥", "red square"
1617, "🟧", "orange square"
1618, "🟨", "yellow square"
1619, "🟩", "green square"
1620, "🟦", "blue square"
1621, "🟪", "purple square"
1622, "🟫", "brown square"
1623, "⬛", "black large square"
1624, "⬜", "white large square"
1625, "◼", "black medium square"
1626, "◻", "white medium square"
1627, "◾", "black medium-small square"
1628, "◽", "white medium-small square"
1629, "▪", "black small square"
1630, "▫", "white small square"
1631, "🔶", "large orange diamond"
1632, "🔷", "large blue diamond"
1633, "🔸", "small orange diamond"
1634, "🔹", "small blue diamond"
1635, "🔺", "red triangle pointed up"
1636, "🔻", "red triangle pointed down"
1637, "💠", "diamond with a dot"
1638, "🔘", "radio button"
1639, "🔳", "white square button"
1640, "🔲", "black square button"
1641, "🏁", "chequered flag"
1642, "🚩", "triangular flag"
1643, "🎌", "crossed flags"
1644, "🏴", "black flag"
1645, "🏳", "white flag"
1646, "🏳️‍🌈", "rainbow flag"
1647, "🏳️‍⚧️", "transgender flag"
1648, "🏴‍☠️", "pirate flag"
1649, "🇦🇨", "flag: Ascension Island"
1650, "🇦🇩", "flag: Andorra"
1651, "🇦🇪", "flag: United Arab Emirates"
1652, "🇦🇫", "flag: Afghanistan"
1653, "🇦🇬", "flag: Antigua & Barbuda"
1654, "🇦🇮", "flag: Anguilla"
1655, "🇦🇱", "flag: Albania"
1656, "🇦🇲", "flag: Armenia"
1657, "🇦🇴", "flag: Angola"
1658, "🇦🇶", "flag: Antarctica"
1659, "🇦🇷", "flag: Argentina"
1660, "🇦🇸", "flag: American Samoa"
1661, "🇦🇹", "flag: Austria"
1662, "🇦🇺", "flag: Australia"
1663, "🇦🇼", "flag: Aruba"
1664, "🇦🇽", "flag: Åland Islands"
1665, "🇦🇿", "flag: Azerbaijan"
1666, "🇧🇦", "flag: Bosnia & Herzegovina"
1667, "🇧🇧", "flag: Barbados"
1668, "🇧🇩", "flag: Bangladesh"
1669, "🇧🇪", "flag: Belgium"
1670, "🇧🇫", "flag: Burkina Faso"
1671, "🇧🇬", "flag: Bulgaria"
1672, "🇧🇭", "flag: Bahrain"
1673, "🇧🇮", "flag: Burundi"
1674, "🇧🇯", "flag: Benin"
1675, "🇧🇱", "flag: St. Barthélemy"
1676, "🇧🇲", "flag: Bermuda"
1677, "🇧🇳", "flag: Brunei"
1678, "🇧🇴", "flag: Bolivia"
1679, "🇧🇶", "flag: Caribbean Netherlands"
1680, "🇧🇷", "flag: Brazil"
1681, "🇧🇸", "flag: Bahamas"
1682, "🇧🇹", "flag: Bhutan"
1683, "🇧🇻", "flag: Bouvet Island"
1684, "🇧🇼", "flag: Botswana"
1685, "🇧🇾", "flag: Belarus"
1686, "🇧🇿", "flag: Belize"
1687, "🇨🇦", "flag: Canada"
1688, "🇨🇨", "flag: Cocos (Keeling) Islands"
1689, "🇨🇩", "flag: Congo - Kinshasa"
1690, "🇨🇫", "flag: Central African Republic"
1691, "🇨🇬", "flag: Congo - Brazzaville"
1692, "🇨🇭", "flag: Switzerland"
1693, "🇨🇮", "flag: Côte d'Ivoire"
1694, "🇨🇰", "flag: Cook Islands"
1695, "🇨🇱", "flag: Chile"
1696, "🇨🇲", "flag: Cameroon"
1697, "🇨🇳", "flag: China"
1698, "🇨🇴", "flag: Colombia"
1699, "🇨🇵", "flag: Clipperton Island"
1700, "🇨🇶", "flag: Sark"
1701, "🇨🇷", "flag: Costa Rica"
1702, "🇨🇺", "flag: Cuba"
1703, "🇨🇻", "flag: Cape Verde"
1704, "🇨🇼", "flag: Curaçao"
1705, "🇨🇽", "flag: Christmas Island"
1706, "🇨🇾", "flag: Cyprus"
1707, "🇨🇿", "flag: Czechia"
1708, "🇩🇪", "flag: Germany"
1709, "🇩🇬", "flag: Diego Garcia"
1710, "🇩🇯", "flag: Djibouti"
1711, "🇩🇰", "flag: Denmark"
1712, "🇩🇲", "flag: Dominica"
1713, "🇩🇴", "flag: Dominican Republic"
1714, "🇩🇿", "flag: Algeria"
1715, "🇪🇦", "flag: Ceuta & Melilla"
1716, "🇪🇨", "flag: Ecuador"
1717, "🇪🇪", "flag: Estonia"
1718, "🇪🇬", "flag: Egypt"
1719, "🇪🇭", "flag: Western Sahara"
1720, "🇪🇷", "flag: Eritrea"
1721, "🇪🇸", "flag: Spain"
1722, "🇪🇹", "flag: Ethiopia"
1723, "🇪🇺", "flag: European Union"
1724, "🇫🇮", "flag: Finland"
1725, "🇫🇯", "flag: Fiji"
1726, "🇫🇰", "flag: Falkland Islands"
1727, "🇫🇲", "flag: Micronesia"
1728, "🇫🇴", "flag: Faroe Islands"
1729, "🇫🇷", "flag: France"
1730, "🇬🇦", "flag: Gabon"
1731, "🇬🇧", "flag: United Kingdom"
1732, "🇬🇩", "flag: Grenada"
1733, "🇬🇪", "flag: Georgia"
1734, "🇬🇫", "flag: French Guiana"
1735, "🇬🇬", "flag: Guernsey"
1736, "🇬🇭", "flag: Ghana"
1737, "🇬🇮", "flag: Gibraltar"
1738, "🇬🇱", "flag: Greenland"
1739, "🇬🇲", "flag: Gambia"
